student_id,attendance_pct,homework_pct,midterm_score,study_hours_per_week,pass
41.02,94.01,63.83,78.08,4.68,1
54.12,59.46,79.33,56.15,9.71,1
94.47,68.26,86.3,80.29,4.81,1
61.57,57.43,83.49,67.38,2.71,0
39.67,52.65,68.29,43.98,3.34,1
35.99,92.4,51.11,90.49,9.41,1
45.57,72.98,47.04,66.64,2.79,0
97.98,75.09,85.4,59.14,7.67,0
45.18,46.93,60.79,95.02,11.38,0
49.93,64.24,71.59,73.98,7.24,0
36.51,58.54,54.16,50.72,11.9,0
82.38,54.95,72.4,57.64,6.82,1
99.01,77.77,88.0,70.49,2.0,1
63.57,63.56,91.13,89.41,6.04,0
52.9,81.75,45.37,66.21,9.38,0
51.57,82.24,81.03,74.9,11.57,1
1.99,61.84,53.88,83.38,7.59,0
72.12,77.53,95.01,61.4,8.56,1
54.39,61.36,95.01,67.78,12.61,1
62.93,55.61,75.52,72.98,9.21,1
29.86,50.8,70.72,58.97,2.0,1
39.35,71.04,65.81,58.47,2.42,1
38.58,56.42,94.27,81.17,7.02,0
80.14,93.85,71.74,85.83,7.84,1
39.51,94.01,74.07,67.64,14.82,0
99.01,77.9,65.09,67.16,12.08,1
63.0,73.82,69.78,66.14,4.84,0
13.49,69.85,78.02,64.41,7.82,1
46.77,94.01,76.42,58.58,6.51,0
31.59,94.01,84.31,43.98,15.0,1
1.99,65.91,73.06,43.98,2.0,1
96.9,66.01,66.56,83.01,7.92,0
70.9,75.29,74.52,92.06,4.52,0
65.97,48.7,72.95,54.7,4.44,1
55.3,37.75,56.9,69.09,11.71,1
10.41,45.9,37.97,68.91,2.4,1
36.47,64.19,52.55,64.74,5.12,1
74.92,52.84,47.79,65.21,8.63,0
20.0,94.01,84.15,77.5,11.53,1
1.99,43.59,53.12,92.38,11.83,1
43.91,45.95,93.32,74.72,12.77,0
46.39,37.14,56.33,77.59,9.73,0
54.43,58.13,79.32,68.97,4.04,0
71.64,62.49,95.01,82.75,11.61,0
69.0,68.12,79.28,81.07,7.02,1
58.01,68.91,95.01,62.17,15.0,1
85.18,58.54,52.95,76.25,10.34,1
6.43,50.94,89.37,60.36,8.81,1
65.14,76.91,57.01,66.81,7.33,1
68.68,53.64,85.81,51.01,3.51,1
14.54,83.31,68.06,95.02,6.22,0
6.9,43.35,73.13,95.02,12.16,1
28.86,56.31,68.66,79.51,7.21,0
31.31,94.01,63.79,76.75,6.38,1
72.36,94.01,71.2,68.92,4.57,1
32.67,45.49,76.43,54.42,10.28,0
25.66,90.83,43.49,59.15,10.36,1
32.76,94.01,64.28,76.05,6.61,0
82.95,88.29,80.17,83.11,11.75,0
50.88,68.34,71.71,62.13,8.25,1
45.3,35.45,85.5,82.53,2.0,0
47.31,71.02,43.94,57.1,12.78,1
87.98,76.78,74.32,72.68,10.46,1
28.77,73.73,82.05,79.22,3.19,1
88.66,77.94,64.22,95.02,4.38,1
56.61,55.18,62.48,80.82,13.14,0
45.85,60.98,91.97,58.93,2.0,1
99.01,32.97,37.97,67.93,8.08,1
19.87,85.23,60.62,52.95,4.97,1
40.24,53.67,59.41,83.21,12.45,0
14.75,65.12,79.57,67.75,2.0,1
78.13,73.99,86.3,62.8,7.13,1
99.01,59.62,87.24,60.01,9.34,1
98.95,50.59,58.51,55.94,4.9,1
86.01,74.04,73.44,58.91,5.35,0
44.77,38.04,60.11,92.4,14.32,0
39.9,83.06,86.73,68.4,8.23,0
2.02,81.18,73.72,95.02,11.26,1
99.01,59.82,67.92,60.74,4.9,0
64.11,60.8,72.31,87.27,10.0,1
36.23,52.08,84.87,56.21,7.49,1
89.03,62.77,74.54,87.84,10.13,0
22.28,65.97,63.99,83.49,2.0,1
62.3,63.9,65.7,68.35,2.07,1
45.49,94.01,81.48,47.51,7.09,1
69.03,38.65,51.61,79.07,10.38,0
48.66,53.49,85.24,71.11,7.28,0
8.41,82.43,37.97,56.54,5.15,0
52.69,94.01,70.27,87.04,6.61,0
80.93,54.27,57.71,73.71,9.59,1
49.65,87.39,95.01,71.45,5.56,1
72.99,49.22,37.97,68.93,12.52,1
20.17,62.65,63.51,56.62,2.0,1
49.74,69.7,57.31,70.95,6.59,1
32.38,57.33,83.26,67.16,7.99,1
72.17,62.12,90.33,85.6,4.0,1
51.41,45.45,67.32,56.78,5.34,0
70.52,81.42,37.97,78.76,10.14,0
82.06,53.67,95.01,55.83,2.0,1
70.56,57.8,86.0,67.1,5.99,0
58.42,55.72,95.01,72.54,7.17,1
21.54,56.66,66.47,67.93,9.0,0
50.42,72.07,74.75,82.0,7.48,1
35.03,70.63,59.98,65.71,6.72,1
40.52,94.01,37.97,77.73,2.0,1
39.63,65.19,62.04,67.52,3.8,0
22.07,67.75,53.76,58.97,10.42,0
1.99,93.12,67.46,87.24,8.89,0
31.12,73.49,42.06,89.52,4.61,1
56.11,67.78,79.9,71.65,12.09,1
11.39,67.16,74.87,55.95,10.69,1
50.95,72.94,37.97,66.17,4.09,0
99.01,86.73,37.97,67.36,6.39,0
80.18,93.27,54.55,78.16,2.0,0
98.18,87.73,82.93,91.86,5.46,1
61.85,77.76,95.01,94.85,11.86,1
84.37,73.24,51.47,63.02,9.39,0
29.5,94.01,59.51,77.6,4.68,1
31.81,61.14,47.39,83.07,11.04,1
1.99,81.85,65.37,71.65,7.24,0
84.91,90.25,65.66,73.67,9.29,1
95.19,87.95,85.66,88.33,4.97,1
34.45,56.06,43.92,59.85,2.0,1
43.13,94.01,85.91,75.36,3.58,0
28.63,94.01,82.01,81.55,2.0,1
61.6,88.23,59.16,50.91,10.79,0
83.14,51.75,56.0,45.18,12.82,0
1.99,86.81,64.82,74.8,8.65,1
62.38,32.97,56.13,94.43,5.9,0
42.47,65.42,63.05,74.64,11.26,1
53.79,71.4,37.97,65.08,7.87,0
63.82,61.59,63.52,66.15,4.99,0
45.04,94.01,62.1,68.01,8.09,1
47.49,71.35,71.61,90.94,4.87,1
44.3,52.55,90.55,75.49,9.67,1
78.65,82.81,65.86,91.41,2.0,0
62.65,76.55,52.34,90.19,7.38,0
56.9,38.57,39.57,84.51,9.4,1
13.63,93.14,78.61,43.99,8.06,0
39.52,71.31,72.93,81.36,7.63,1
76.57,86.91,67.31,67.67,2.0,0
51.59,76.77,71.77,57.04,2.9,1
69.63,63.57,83.27,63.35,10.87,1
99.01,77.01,74.29,65.06,3.07,1
80.63,67.74,74.32,82.6,13.76,1
53.2,74.65,93.34,53.49,7.77,1
35.68,80.13,69.93,49.75,12.07,1
1.99,72.11,57.44,58.67,3.98,1
45.61,77.73,91.24,79.34,2.0,1
41.04,62.95,59.37,52.09,6.62,1
61.83,59.43,48.29,43.98,3.97,1
46.03,83.2,76.09,62.15,10.24,1
41.21,94.01,80.03,60.91,11.46,1
1.99,60.39,55.51,74.08,15.0,0
23.23,75.08,83.35,78.76,13.03,1
64.33,44.65,68.87,72.85,6.09,0
99.01,94.01,61.05,84.1,11.19,1
47.67,89.75,69.58,75.3,9.53,1
60.01,59.21,58.57,70.71,8.1,1
78.13,63.29,68.78,49.32,2.0,0
26.97,90.87,95.01,59.32,6.74,1
61.14,72.63,63.37,47.85,10.92,1
29.02,80.69,62.73,51.76,2.28,1
75.59,52.11,54.42,74.07,8.46,1
54.89,79.7,61.43,57.19,3.49,0
59.16,66.9,47.54,85.57,9.86,0
27.8,74.8,61.18,95.02,4.17,1
71.01,62.5,56.97,50.09,7.8,0
99.01,65.8,64.79,90.56,12.28,1
21.26,71.35,51.35,72.66,8.94,1
40.64,59.19,95.01,70.49,12.36,1
57.22,94.01,55.27,49.55,4.71,0
73.31,50.9,62.17,43.98,11.62,0
34.27,78.34,73.48,65.65,2.74,0
1.99,74.86,75.8,86.03,11.62,1
89.93,82.95,81.55,65.78,11.67,0
72.56,32.97,64.58,52.17,5.19,0
1.99,39.74,54.55,68.25,8.31,1
32.87,59.84,94.22,84.46,2.0,1
96.0,85.76,53.99,73.9,6.99,0
92.5,64.86,65.38,67.48,11.06,1
77.73,64.14,69.94,77.78,6.74,1
45.39,69.8,79.58,67.59,11.17,0
52.91,54.67,76.43,91.18,8.88,0
46.7,77.82,59.1,71.73,7.21,1
83.23,72.91,72.5,58.32,3.77,0
25.09,78.39,42.63,83.0,8.57,0
27.12,94.01,95.01,43.98,4.36,0
79.81,65.46,55.34,74.06,2.0,0
49.21,71.46,84.36,61.4,4.7,1
90.49,52.13,52.45,57.19,13.13,0
31.02,47.41,79.93,57.65,4.81,1
48.91,69.39,51.73,56.84,6.16,1
23.74,71.34,84.22,60.76,13.16,0
50.71,81.69,95.01,56.43,8.52,1
7.61,79.68,70.26,65.11,13.68,1
36.35,74.01,78.66,69.17,6.09,1
8.83,94.01,85.61,51.81,10.7,1
70.63,64.01,59.19,53.89,6.33,1
71.29,66.17,85.15,64.39,9.35,1
1.99,74.52,61.3,76.23,12.33,1
89.2,48.62,95.01,49.06,5.98,1
99.01,81.66,48.42,52.2,2.69,0
51.83,70.78,71.78,73.01,11.1,1
31.9,71.11,51.61,64.6,5.55,0
99.01,79.1,89.31,56.33,6.82,0
12.23,76.16,95.01,56.64,7.22,0
51.08,76.78,73.86,57.02,5.95,1
55.71,62.64,95.01,53.39,2.0,0
89.52,94.01,83.16,85.06,12.32,1
60.94,43.71,95.01,58.24,5.87,0
36.03,57.42,82.97,60.21,8.05,1
22.9,59.77,95.01,81.49,10.16,0
40.58,56.8,95.01,56.59,5.65,0
21.29,38.69,60.75,91.33,2.0,0
51.89,94.01,61.2,65.9,6.88,0
34.13,80.86,65.6,87.47,5.18,1
7.16,58.38,58.56,67.32,2.0,0
86.91,81.83,78.5,84.06,11.1,1
36.06,66.69,94.05,90.96,2.02,0
13.71,64.38,77.97,74.35,5.39,1
45.62,52.57,63.73,61.72,8.88,0
52.48,69.82,73.16,58.23,2.0,0
1.99,58.36,37.97,75.51,3.43,1
60.12,52.36,49.79,70.15,2.53,0
20.12,86.39,63.91,57.82,10.12,1
99.01,55.01,77.83,85.3,9.96,1
65.7,94.01,64.86,66.32,10.77,1
38.9,56.91,72.5,46.43,5.26,1
28.88,42.99,65.06,67.38,7.09,1
47.45,78.79,62.33,65.18,10.8,1
68.28,61.63,49.6,76.65,5.21,0
49.76,41.62,76.59,43.98,12.35,1
44.2,74.02,61.31,43.98,5.08,1
52.19,46.47,71.37,91.19,11.07,1
32.98,34.41,58.3,68.27,12.08,1
40.54,81.47,79.06,65.89,10.91,0
1.99,94.01,70.91,76.33,10.23,0
78.75,62.55,73.63,53.47,11.48,0
59.17,90.91,56.06,64.6,8.79,1
28.06,83.68,55.1,68.45,2.75,1
99.01,81.3,74.37,51.83,4.39,1
53.02,66.52,44.84,60.52,4.66,1
20.44,59.0,83.8,43.98,6.22,0
75.36,75.59,67.15,86.9,4.52,0
62.05,80.96,52.44,54.46,11.7,1
61.95,47.27,43.51,57.65,2.0,1
38.15,63.8,86.22,85.99,4.38,0
63.57,66.18,37.97,70.93,2.28,0
42.91,64.54,77.04,66.91,2.0,1
66.63,57.6,71.39,63.11,8.18,1
1.99,46.0,79.85,70.88,2.99,1
37.91,64.15,50.57,49.56,7.76,1
99.01,64.62,57.6,94.89,11.2,1
28.25,61.17,74.56,51.0,6.54,1
32.98,80.98,69.92,65.43,9.8,1
37.5,45.36,83.96,47.18,8.93,0
15.26,74.47,68.27,93.46,8.56,0
1.99,37.86,92.79,50.26,13.78,1
43.81,68.35,71.39,55.63,4.76,0
54.44,32.97,95.01,80.16,3.29,0
48.98,53.81,95.01,63.68,13.79,0
46.3,69.13,95.01,43.98,5.73,1
51.75,44.37,56.49,69.92,6.45,0
80.17,44.48,89.75,78.39,7.36,1
44.97,86.85,68.67,66.95,13.2,0
33.85,41.36,68.74,56.29,6.61,0
42.34,67.42,82.99,63.98,2.0,1
67.31,94.01,63.01,79.06,6.44,1
91.47,72.03,40.69,95.02,12.16,0
32.28,70.03,69.45,63.77,6.16,0
53.37,56.92,95.01,67.05,10.45,1
60.32,56.98,63.1,82.75,12.24,0
21.7,66.56,67.73,77.77,3.04,1
51.09,34.28,75.75,82.67,4.99,0
7.98,87.4,62.8,59.91,6.46,1
1.99,73.18,65.64,60.54,6.34,1
61.14,38.67,71.18,56.43,9.67,0
39.36,87.63,61.99,53.12,5.74,0
56.37,81.51,91.32,65.04,4.61,1
49.98,77.27,95.01,69.25,6.27,1
22.17,94.01,76.86,43.98,2.44,1
49.19,71.22,60.72,69.32,3.73,1
14.73,94.01,77.69,55.41,10.32,1
90.85,69.97,49.62,72.94,6.13,1
11.16,77.51,45.51,76.43,10.52,0
44.82,59.75,67.6,63.41,5.97,0
20.26,36.24,90.48,76.77,10.24,1
67.05,37.28,92.99,55.25,11.09,0
40.88,68.03,75.73,69.64,6.26,1
35.45,65.33,80.98,52.52,13.83,1
75.25,48.69,73.0,79.17,9.71,0
51.35,64.63,67.35,61.96,8.0,0
65.49,77.47,48.57,61.29,7.41,1
22.03,92.31,89.31,55.74,7.33,0
9.74,57.3,61.83,95.02,7.86,0
53.61,76.46,83.07,52.79,5.26,0
41.25,94.01,68.44,64.42,2.0,1
68.67,82.76,52.77,64.98,10.44,1
48.18,55.94,54.96,54.24,8.57,1
56.45,71.31,59.2,47.74,9.12,1
3.4,72.78,70.92,59.94,7.15,1
99.01,80.77,89.14,76.87,2.0,1
45.74,70.21,81.09,81.61,5.34,0
70.74,78.06,55.53,73.0,11.95,1
26.24,87.52,46.67,43.98,2.97,0
59.44,50.95,80.47,65.13,15.0,1
12.7,46.21,95.01,95.02,2.0,0
63.62,80.27,85.34,66.39,9.91,1
40.17,66.81,95.01,53.07,7.79,1
51.35,84.76,60.54,57.98,7.68,0
70.75,88.72,68.99,60.86,7.4,0
14.74,36.86,91.65,79.2,6.41,0
30.64,54.74,41.19,59.97,10.53,0
63.77,67.31,75.53,86.88,3.71,1
99.01,51.45,74.4,62.67,8.96,0
46.49,61.17,92.81,71.8,5.24,1
67.65,46.95,52.55,53.69,8.59,0
47.4,61.78,65.21,82.67,5.53,0
99.01,52.47,57.45,72.13,9.31,1
1.99,75.6,67.19,95.02,3.13,1
53.25,85.45,48.15,67.91,6.26,0
3.34,76.74,78.04,57.24,6.88,0
1.99,94.01,71.9,70.73,15.0,1
59.13,86.09,64.36,59.55,8.9,1
54.55,85.43,73.82,88.14,6.88,0
42.24,68.07,76.52,43.98,8.97,1
47.42,64.1,94.31,72.52,5.07,1
99.01,91.99,67.39,73.64,11.65,0
43.01,65.05,91.69,56.09,8.93,0
65.3,70.14,55.2,84.52,10.1,1
31.66,66.48,58.46,78.81,8.11,1
59.07,79.05,95.01,72.79,9.4,1
43.59,85.26,89.76,43.98,8.62,0
38.59,88.31,40.18,53.31,6.18,1
99.01,64.16,37.97,95.02,13.89,1
84.65,72.74,94.69,68.84,6.39,0
54.47,75.37,66.82,89.55,9.42,0
1.99,94.01,58.33,47.63,5.8,0
40.03,37.99,73.44,54.31,5.74,1
99.01,69.72,59.09,61.7,3.17,1
43.81,58.17,69.12,73.64,9.24,0
82.51,60.12,64.07,83.59,2.55,0
92.33,54.51,62.67,61.18,5.79,1
56.85,79.04,37.97,95.02,3.6,0
26.08,32.97,51.5,77.31,13.24,0
1.99,67.08,87.87,63.2,8.8,1
70.35,37.37,82.11,68.59,12.45,1
26.86,57.3,72.62,67.68,8.56,0
55.61,65.75,82.67,68.86,7.0,0
14.24,62.36,70.3,59.33,12.33,0
42.81,81.54,39.95,63.09,9.52,0
51.48,91.58,50.1,63.78,8.97,1
58.29,94.01,77.37,62.8,3.94,0
18.16,69.39,39.37,71.73,9.92,1
85.22,90.02,55.36,73.87,5.95,0
33.18,94.01,56.9,73.3,2.0,0
1.99,61.11,73.36,74.15,12.03,1
47.34,91.29,65.58,66.15,3.3,1
51.5,32.97,72.2,65.86,5.44,1
55.16,74.78,77.14,47.46,6.65,1
90.02,94.01,75.12,58.65,2.0,0
43.64,71.27,83.69,71.47,6.62,1
47.03,66.16,71.86,62.22,11.49,0
18.49,66.07,52.16,56.71,8.06,1
74.31,94.01,47.79,95.02,8.75,1
55.85,41.42,75.86,79.24,2.0,1
38.31,62.62,67.19,78.07,5.07,1
1.99,84.39,68.76,53.17,2.0,1
92.4,75.13,57.77,64.48,2.0,1
14.88,90.47,67.84,53.87,8.27,0
33.35,81.56,43.14,63.53,7.49,1
60.9,61.19,45.1,70.56,6.39,1
15.79,79.78,95.01,73.93,2.0,1
7.17,46.23,37.97,74.36,6.24,1
1.99,33.91,51.26,67.16,4.52,0
71.42,58.73,49.01,63.37,7.21,0
34.68,70.93,49.0,60.71,7.79,1
99.01,55.19,61.06,68.99,5.66,1
21.65,72.6,46.62,71.54,9.95,1
23.77,70.55,80.88,77.64,7.62,1
34.1,36.69,70.34,63.51,11.11,1
57.55,59.99,76.66,66.91,2.0,0
36.86,86.13,73.21,50.27,5.21,0
68.26,78.11,57.01,61.04,12.18,0
22.11,57.23,55.59,85.97,5.0,1
10.42,80.44,91.4,43.98,8.32,1
1.99,94.01,70.96,67.69,11.17,0
1.99,62.03,71.09,67.39,9.59,1
35.47,82.61,70.7,60.33,8.64,0
41.77,79.82,70.51,43.98,10.63,0
32.18,61.09,44.34,66.24,4.58,0
86.57,49.52,75.39,79.85,2.0,1
86.13,94.01,95.01,77.52,7.52,0
40.79,88.74,70.22,66.84,5.67,0
1.99,64.61,95.01,88.06,7.18,0
34.06,90.94,71.49,73.99,4.39,1
33.1,79.31,74.18,43.98,14.54,0
31.44,90.81,74.53,74.9,2.0,0
30.26,37.88,37.97,87.21,5.61,0
31.54,62.31,43.31,69.05,2.0,1
39.29,94.01,66.0,61.05,15.0,1
32.06,94.01,95.01,75.25,5.31,1
56.54,62.64,61.16,59.32,13.31,1
60.95,62.33,77.88,51.45,12.68,1
24.08,81.58,53.13,57.38,6.56,1
87.38,75.6,85.16,65.74,10.95,1
22.07,78.93,43.99,74.43,10.0,0
3.57,32.97,87.42,85.05,10.05,0
61.55,65.31,68.35,75.33,6.47,1
26.79,83.74,65.85,43.98,8.01,1
59.82,32.97,80.78,65.23,12.98,0
1.99,40.97,91.99,43.98,6.29,0
90.9,38.21,42.49,67.11,7.59,1
70.0,81.01,80.72,68.29,5.78,1
6.97,53.11,40.86,68.54,3.05,0
7.6,48.32,57.64,95.02,8.86,0
99.01,70.49,37.97,71.69,2.0,1
29.11,47.62,64.46,54.09,11.6,0
26.3,77.49,72.45,67.55,2.62,1
1.99,94.01,85.35,62.92,4.98,0
40.32,63.01,74.44,54.06,7.66,0
43.89,35.22,69.94,85.02,5.88,1
71.26,61.53,84.84,84.57,8.84,0
9.91,78.17,91.93,68.4,9.28,1
6.39,76.4,86.88,95.02,2.44,0
63.58,84.32,95.01,63.22,7.15,1
79.71,59.04,59.95,76.41,4.3,1
4.92,64.58,90.79,73.51,10.71,0
81.88,32.97,44.07,82.89,13.96,1
51.59,80.36,47.83,89.35,8.37,1
82.17,46.39,68.8,62.81,2.0,0
48.46,73.05,60.89,72.64,7.73,1
1.99,54.14,81.03,95.02,2.36,1
46.09,67.99,76.81,52.88,6.94,0
81.26,86.44,95.01,86.87,10.75,1
24.57,61.8,78.27,65.54,2.34,0
39.24,56.46,77.03,66.76,9.12,1
45.39,69.57,49.7,51.11,9.93,0
1.99,58.18,64.71,54.03,4.15,1
98.99,52.9,84.8,66.05,2.0,0
24.35,94.01,95.01,54.33,10.39,1
65.17,36.78,54.71,76.01,5.55,1
47.98,81.06,89.06,75.65,7.16,1
86.99,67.13,69.31,72.54,9.73,1
62.28,54.94,71.06,61.38,10.05,1
43.68,75.65,55.09,52.85,2.64,0
24.58,70.13,60.9,74.51,7.41,1
73.65,92.83,67.48,65.56,4.34,1
1.99,49.49,84.07,68.16,8.98,0
69.24,60.41,94.69,78.11,10.6,0
18.62,87.38,60.82,71.33,8.65,1
86.83,65.9,59.64,63.57,8.96,0
55.18,79.17,81.84,95.02,4.57,1
69.19,90.96,64.82,58.27,5.79,0
52.88,79.44,87.24,49.43,12.95,1
1.99,58.73,79.86,68.0,7.95,1
25.53,63.32,58.97,64.75,9.15,1
70.01,91.11,84.75,73.28,8.93,0
55.33,72.26,77.51,52.98,8.25,1
84.76,65.92,65.19,43.98,5.25,1
62.2,76.29,76.93,85.75,6.09,0
22.45,46.85,52.18,78.22,8.15,1
27.4,65.34,62.14,77.2,2.0,1
53.49,68.13,82.42,54.04,7.86,0
1.99,67.85,64.43,65.16,4.77,1
99.01,62.56,76.7,68.38,9.74,1
63.32,64.07,44.28,93.35,11.2,1
86.1,67.51,67.99,59.52,14.41,1
4.64,94.01,73.18,79.6,15.0,1
86.61,32.97,58.46,53.4,10.55,0
99.01,81.86,70.94,70.95,4.94,1
12.18,67.99,72.84,89.85,8.49,1
72.88,68.43,51.57,84.27,2.0,0
50.53,62.35,37.97,69.41,10.27,0
5.69,78.38,53.58,48.7,2.55,0
64.8,86.29,37.97,62.04,11.17,0
74.68,36.05,81.38,56.01,11.02,0
33.06,94.01,88.3,63.42,2.73,0
84.32,72.06,49.07,82.04,7.74,0
2.14,71.46,50.94,61.33,2.0,1
7.13,44.91,62.66,92.02,2.11,0
54.46,59.44,57.67,49.61,8.17,0
51.24,93.51,56.24,78.47,13.33,1
29.71,70.73,39.73,55.26,2.56,1
73.99,76.86,68.1,68.98,13.55,0
65.9,61.38,53.37,57.01,9.58,0
75.4,94.01,42.23,95.02,7.19,1
46.93,66.81,60.7,71.44,2.0,1
67.98,89.48,71.29,48.82,2.41,1
37.57,66.85,65.2,53.46,7.96,1
99.01,75.65,77.58,54.42,3.8,1
26.93,75.74,95.01,77.34,3.85,1
99.01,85.84,68.17,60.9,5.4,1
51.51,82.56,92.89,73.97,2.0,1
10.59,61.15,44.88,82.69,5.83,1
90.19,89.98,37.97,48.74,3.51,0
54.15,52.04,54.58,91.77,10.22,0
75.19,48.63,62.07,52.15,8.24,1
86.01,64.38,48.58,87.11,4.28,1
60.3,76.46,79.52,67.32,11.38,1
33.32,51.48,58.46,95.02,10.01,0
78.81,68.15,66.04,62.1,6.07,1
50.52,45.08,68.37,62.23,2.0,0
70.4,64.76,89.69,78.05,6.45,1
1.99,86.67,58.55,54.1,9.49,0
63.47,54.63,60.62,50.07,10.32,0
31.97,47.96,89.92,79.55,5.37,1
98.46,76.2,94.03,82.96,7.58,0
68.58,55.62,93.96,85.2,10.69,0
57.46,94.01,93.11,78.83,6.08,1
64.61,72.91,37.97,59.16,4.39,1
21.53,87.61,52.31,71.5,9.6,0
97.59,46.31,95.01,54.46,8.72,1
99.01,77.59,78.67,93.5,6.26,1
61.9,51.76,95.01,76.23,9.79,0
96.64,66.36,84.34,79.88,3.74,1
33.99,56.24,77.91,75.6,7.02,1
27.37,87.87,78.5,63.84,4.34,1
51.69,75.19,66.43,93.71,9.6,1
63.12,71.59,69.7,70.39,7.12,1
39.07,93.55,49.87,87.34,2.0,1
66.1,69.8,59.66,64.75,12.5,1
59.39,87.71,61.61,95.02,9.89,1
21.54,94.01,75.38,75.72,9.34,0
65.55,71.99,81.39,62.46,8.53,0
75.55,74.1,85.09,54.31,12.22,1
55.47,86.37,95.01,83.5,8.58,1
83.94,94.01,85.12,67.38,2.44,1
15.18,71.78,82.49,50.84,7.65,0
64.08,58.27,46.43,63.35,6.3,0
16.55,84.82,41.62,64.18,5.33,0
18.18,79.61,75.2,56.42,11.96,0
32.2,84.65,63.87,87.63,14.44,0
23.17,81.85,71.52,59.69,9.6,1
34.6,73.17,50.4,60.95,4.97,0
44.29,74.19,69.19,66.83,12.96,1
74.79,81.92,60.6,75.29,2.0,0
41.18,43.93,76.89,69.19,6.43,1
4.5,92.99,79.26,95.02,8.42,1
83.58,77.46,74.49,69.43,2.18,1
26.21,54.58,49.89,93.37,4.27,0
48.8,72.79,66.68,78.5,5.22,0
63.45,92.8,95.01,67.1,10.12,1
56.29,74.64,60.4,77.23,7.62,0
82.24,56.6,57.57,72.84,7.19,0
64.4,47.02,82.19,78.79,5.62,1
25.51,94.01,59.51,58.92,8.91,1
99.01,38.83,53.74,63.02,11.31,1
56.14,75.47,57.32,60.4,6.56,0
46.23,59.17,85.53,85.69,10.28,0
78.46,87.92,65.77,92.69,10.63,1
57.74,48.05,82.82,63.19,5.9,1
62.08,94.01,89.15,52.67,8.17,1
99.01,67.31,61.65,53.39,9.99,0
42.52,65.63,66.32,85.76,5.03,0
41.28,63.99,65.04,61.38,8.79,1
53.88,59.06,55.47,69.35,9.17,1
81.59,63.01,86.09,76.57,3.33,1
6.79,82.2,61.84,83.16,4.93,0
1.99,39.13,51.38,43.98,4.83,1
33.47,56.3,95.01,66.25,3.97,0
3.1,94.01,65.16,73.36,12.0,1
38.18,67.92,67.98,44.08,8.06,1
65.08,59.42,59.24,54.46,9.28,1
24.66,47.02,49.47,83.1,15.0,0
9.11,48.86,43.63,52.49,2.62,1
52.51,86.86,83.75,88.26,9.5,0
75.52,55.0,59.41,75.39,2.0,0
1.99,83.72,37.97,87.4,4.25,1
74.3,52.21,55.12,70.31,9.82,1
74.21,67.3,64.18,73.78,4.61,1
78.18,68.3,56.4,55.32,11.37,0
85.85,56.22,77.48,57.0,4.13,1
99.01,70.88,61.86,64.82,10.66,1
40.17,32.97,83.63,75.03,12.98,0
53.68,67.96,83.74,73.37,7.26,1
38.42,77.38,51.95,54.5,9.41,0
50.56,54.78,56.61,70.07,10.58,0
94.97,73.28,86.99,57.42,13.3,1
11.48,72.23,73.87,57.82,5.74,0
25.52,72.94,80.87,43.98,8.7,0
90.45,45.78,80.93,91.93,15.0,1
80.09,71.2,57.45,75.12,8.38,1
39.97,39.12,95.01,86.81,10.22,0
75.29,58.41,85.79,46.29,10.36,1
60.4,69.45,61.82,61.2,6.86,1
94.03,73.2,86.63,56.37,2.0,0
52.66,48.17,67.09,64.63,10.0,1
80.26,64.5,71.09,79.03,2.69,0
99.01,83.55,58.48,66.33,10.39,0
67.85,52.23,53.94,63.61,6.38,1
51.93,32.97,82.2,80.21,7.21,1
71.46,78.87,57.16,69.19,7.03,0
39.9,52.89,55.83,58.75,5.64,0
99.01,58.24,63.6,81.75,8.32,1
55.72,71.83,50.7,73.24,2.95,1
42.58,70.88,69.9,45.56,9.24,1
26.26,87.55,60.23,81.61,2.0,1
82.33,65.25,86.02,86.24,8.39,1
75.66,70.73,86.52,60.12,2.51,0
36.07,39.64,68.77,69.46,2.39,0
67.22,80.61,54.81,43.98,2.79,1
6.73,57.32,65.56,43.98,4.42,0
55.87,94.01,62.75,65.38,7.76,0
63.64,65.75,95.01,80.45,9.45,1
99.01,77.01,63.35,57.92,2.89,1
28.14,80.78,72.91,61.01,4.24,0
13.41,67.95,80.02,77.49,2.0,1
24.52,77.23,93.73,84.94,11.3,1
11.72,94.01,63.03,83.03,5.41,0
89.28,56.21,44.06,81.28,6.48,1
95.43,32.97,71.12,52.95,6.82,0
59.79,46.52,88.33,57.4,8.06,1
85.93,87.12,75.55,63.5,3.31,1
54.39,61.06,59.69,53.24,2.0,0
47.74,94.01,63.29,68.12,2.0,1
40.84,82.35,54.43,62.37,10.99,1
41.5,57.99,65.15,61.36,6.05,1
5.6,55.78,54.23,67.64,7.16,1
58.17,61.64,75.67,51.96,8.08,1
49.33,33.08,77.54,90.93,6.04,0
72.12,74.42,70.48,70.84,3.8,1
53.21,81.76,83.95,81.64,4.95,0
45.78,52.44,89.91,70.97,4.26,0
25.23,42.13,93.55,53.71,3.25,0
52.59,53.45,71.21,86.88,13.08,0
71.92,87.12,59.79,77.33,4.4,1
17.33,83.7,37.97,66.88,8.62,1
53.04,73.32,61.28,64.8,6.55,1
57.26,94.01,47.33,69.79,2.0,0
29.67,39.7,69.5,56.47,7.83,1
33.45,65.84,82.85,73.85,8.79,1
57.19,79.41,81.66,71.91,2.0,0
